,$t_i$,$y$ (exacta),$y$ (Euler),$y$ (RK2),$y$ (RK3),$y$ (RK4),E. Euler,E. RK2,E. RK3,E. RK4
0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
1,1.0,2.6408590857704777,2.0,2.5,2.611111111111111,2.625,0.6408590857704777,0.14085908577047768,0.029747974659366516,0.015859085770477677
2,2.0,5.305471950534675,4.0,5.0,5.240740740740741,5.255208333333334,1.3054719505346748,0.3054719505346748,0.06473120979393343,0.05026361720134087
3,3.0,5.957231538406166,5.0,5.75,5.919753086419754,5.8370225694444455,0.957231538406166,0.20723153840616604,0.037478451986411976,0.12020896896172051
4,4.0,-2.299075016572118,2.0,-0.875,-1.9362139917695442,-2.545563874421293,4.299075016572118,1.424075016572118,0.3628610248025739,0.24648885784917507
